dataset_id,row_id,series_id,lon_s,lat_s,lon_e,lat_e,date_s,date_e,datetime_s,datetime_e,length_km,speed_kph,eff_status,ds_type,id_obs
1056,1056_90917601,,-122.29,36.13,-122.25,36.12,2005-07-21,2005-07-21,2005-07-21 07:02:08,2005-07-21 07:12:08,3.7679,22.6076,,lneff,1055
1056,1056_90917600,,-122.32,36.14,-122.29,36.13,2005-07-21,2005-07-21,2005-07-21 06:52:08,2005-07-21 07:02:08,2.9194,17.5163,,lneff,1055
1056,1056_90917599,,-122.36,36.15,-122.32,36.14,2005-07-21,2005-07-21,2005-07-21 06:42:08,2005-07-21 06:52:08,3.7671,22.6024,,lneff,1055
1056,1056_90917598,,-122.36,36.15,-122.36,36.15,2005-07-21,2005-07-21,2005-07-21 06:41:25,2005-07-21 06:42:08,0.0,0.0,,lneff,1055
1056,1056_90917597,,-122.39,36.15,-122.36,36.15,2005-07-21,2005-07-21,2005-07-21 06:32:08,2005-07-21 06:41:25,2.6998,17.4492,,lneff,1055
1056,1056_90917596,,-122.42,36.16,-122.39,36.15,2005-07-21,2005-07-21,2005-07-21 06:25:26,2005-07-21 06:32:08,2.9188,26.1381,,lneff,1055
1056,1056_90917595,,-121.92,36.22,-121.92,36.22,2005-07-20,2005-07-20,2005-07-20 20:19:16,2005-07-20 20:20:19,0.0,0.0,,lneff,1055
1056,1056_90917594,,-121.96,36.23,-121.92,36.22,2005-07-20,2005-07-20,2005-07-20 20:10:04,2005-07-20 20:19:16,3.7636,24.545,,lneff,1055
1056,1056_90917593,,-121.96,36.23,-121.96,36.23,2005-07-20,2005-07-20,2005-07-20 20:10:02,2005-07-20 20:10:04,0.0,0.0,,lneff,1055
1056,1056_90917592,,-121.96,36.23,-121.96,36.23,2005-07-20,2005-07-20,2005-07-20 20:09:16,2005-07-20 20:10:02,0.0,0.0,,lneff,1055
1056,1056_90917591,,-121.99,36.23,-121.96,36.23,2005-07-20,2005-07-20,2005-07-20 20:00:39,2005-07-20 20:09:16,2.697,18.7801,,lneff,1055
1056,1056_90917590,,-121.99,36.24,-121.99,36.23,2005-07-20,2005-07-20,2005-07-20 19:59:16,2005-07-20 20:00:39,1.1096,48.1287,,lneff,1055
1056,1056_90917589,,-122.01,36.24,-121.99,36.24,2005-07-20,2005-07-20,2005-07-20 19:54:24,2005-07-20 19:59:16,1.7978,22.1646,,lneff,1055
1056,1056_90917588,,-122.03,36.24,-122.01,36.24,2005-07-20,2005-07-20,2005-07-20 19:49:16,2005-07-20 19:54:24,1.7978,21.0132,,lneff,1055
1056,1056_90917587,,-122.06,36.25,-122.03,36.24,2005-07-20,2005-07-20,2005-07-20 19:39:16,2005-07-20 19:49:16,2.9159,17.4954,,lneff,1055
1056,1056_90917586,,-122.1,36.26,-122.06,36.25,2005-07-20,2005-07-20,2005-07-20 19:29:16,2005-07-20 19:39:16,3.7623,22.5736,,lneff,1055
1056,1056_90917585,,-122.11,36.26,-122.1,36.26,2005-07-20,2005-07-20,2005-07-20 19:26:18,2005-07-20 19:29:16,0.8987,18.1753,,lneff,1055
1056,1056_90917584,,-122.12,36.26,-122.11,36.26,2005-07-20,2005-07-20,2005-07-20 19:23:11,2005-07-20 19:26:18,0.8987,17.3006,,lneff,1055
1056,1056_90917583,,-122.12,36.26,-122.12,36.26,2005-07-20,2005-07-20,2005-07-20 19:20:14,2005-07-20 19:23:11,0.0,0.0,,lneff,1055
1056,1056_90917582,,-122.13,36.26,-122.12,36.26,2005-07-20,2005-07-20,2005-07-20 19:19:00,2005-07-20 19:20:14,0.8987,43.719,,lneff,1055
1056,1056_90917581,,-122.16,36.27,-122.13,36.26,2005-07-20,2005-07-20,2005-07-20 19:09:16,2005-07-20 19:19:00,2.9153,17.9709,,lneff,1055
1056,1056_90917580,,-122.17,36.27,-122.16,36.27,2005-07-20,2005-07-20,2005-07-20 18:57:50,2005-07-20 19:08:53,0.8986,4.879,,lneff,1055
1056,1056_90917579,,-122.2,36.28,-122.17,36.27,2005-07-20,2005-07-20,2005-07-20 18:49:16,2005-07-20 18:57:50,2.915,20.416,,lneff,1055
1056,1056_90917578,,-122.22,36.28,-122.2,36.28,2005-07-20,2005-07-20,2005-07-20 18:44:39,2005-07-20 18:49:16,1.7969,23.3529,,lneff,1055
1056,1056_90917577,,-122.22,36.28,-122.22,36.28,2005-07-20,2005-07-20,2005-07-20 18:42:33,2005-07-20 18:44:39,0.0,0.0,,lneff,1055
1056,1056_90917576,,-122.21,36.28,-122.22,36.28,2005-07-20,2005-07-20,2005-07-20 18:41:44,2005-07-20 18:42:33,0.8984,66.0077,,lneff,1055
1056,1056_90917575,,-122.21,36.29,-122.21,36.28,2005-07-20,2005-07-20,2005-07-20 18:39:16,2005-07-20 18:41:44,1.1096,26.9913,,lneff,1055
1056,1056_90917574,,-122.2,36.29,-122.21,36.29,2005-07-20,2005-07-20,2005-07-20 18:37:08,2005-07-20 18:39:16,0.8983,25.2654,,lneff,1055
1056,1056_90917573,,-122.19,36.29,-122.2,36.29,2005-07-20,2005-07-20,2005-07-20 18:35:16,2005-07-20 18:37:08,0.8983,28.8747,,lneff,1055
1056,1056_90917572,,-122.17,36.3,-122.19,36.29,2005-07-20,2005-07-20,2005-07-20 18:29:16,2005-07-20 18:35:16,2.1116,21.116,,lneff,1055
1056,1056_90917571,,-122.14,36.31,-122.17,36.3,2005-07-20,2005-07-20,2005-07-20 18:19:16,2005-07-20 18:29:16,2.914,17.484,,lneff,1055
1056,1056_90917570,,-122.11,36.33,-122.14,36.31,2005-07-20,2005-07-20,2005-07-20 18:09:16,2005-07-20 18:19:16,3.4904,20.9422,,lneff,1055
1056,1056_90917569,,-122.08,36.34,-122.11,36.33,2005-07-20,2005-07-20,2005-07-20 17:59:58,2005-07-20 18:09:16,2.9131,18.7939,,lneff,1055
1056,1056_90917568,,-122.07,36.34,-122.08,36.34,2005-07-20,2005-07-20,2005-07-20 17:59:16,2005-07-20 17:59:58,0.8978,76.9501,,lneff,1055
1056,1056_90917567,,-122.04,36.35,-122.07,36.34,2005-07-20,2005-07-20,2005-07-20 17:49:16,2005-07-20 17:59:16,2.9127,17.4764,,lneff,1055
1056,1056_90917566,,-122.01,36.36,-122.04,36.35,2005-07-20,2005-07-20,2005-07-20 17:39:16,2005-07-20 17:49:16,2.9124,17.4745,,lneff,1055
1056,1056_90917565,,-121.97,36.38,-122.01,36.36,2005-07-20,2005-07-20,2005-07-20 17:29:16,2005-07-20 17:39:16,4.2203,25.3217,,lneff,1055
1056,1056_90917564,,-121.94,36.39,-121.97,36.38,2005-07-20,2005-07-20,2005-07-20 17:21:05,2005-07-20 17:29:16,2.9115,21.3468,,lneff,1055
1056,1056_90917563,,-121.94,36.39,-121.94,36.39,2005-07-20,2005-07-20,2005-07-20 17:19:16,2005-07-20 17:21:05,0.0,0.0,,lneff,1055
1056,1056_90917562,,-121.93,36.39,-121.94,36.39,2005-07-20,2005-07-20,2005-07-20 17:17:52,2005-07-20 17:19:16,0.8972,38.4504,,lneff,1055
1056,1056_90917561,,-121.95,36.39,-121.93,36.39,2005-07-20,2005-07-20,2005-07-20 16:55:31,2005-07-20 17:17:52,1.7944,4.8171,,lneff,1055
1056,1056_90917560,,-121.97,36.4,-121.95,36.39,2005-07-20,2005-07-20,2005-07-20 16:49:16,2005-07-20 16:55:31,2.1097,20.2527,,lneff,1055
1056,1056_90917559,,-121.98,36.4,-121.97,36.4,2005-07-20,2005-07-20,2005-07-20 16:46:14,2005-07-20 16:49:16,0.8971,17.7441,,lneff,1055
1056,1056_90917558,,-121.99,36.41,-121.98,36.4,2005-07-20,2005-07-20,2005-07-20 16:31:35,2005-07-20 16:46:14,1.4269,5.8439,,lneff,1055
1056,1056_90917557,,-122.0,36.41,-121.99,36.41,2005-07-20,2005-07-20,2005-07-20 16:29:16,2005-07-20 16:31:35,0.8969,23.2303,,lneff,1055
1056,1056_90917556,,-122.03,36.42,-122.0,36.41,2005-07-20,2005-07-20,2005-07-20 16:19:16,2005-07-20 16:29:16,2.9105,17.463,,lneff,1055
1056,1056_90917555,,-122.06,36.43,-122.03,36.42,2005-07-20,2005-07-20,2005-07-20 16:09:16,2005-07-20 16:19:16,2.9102,17.4611,,lneff,1055
1056,1056_90917554,,-122.07,36.43,-122.06,36.43,2005-07-20,2005-07-20,2005-07-20 16:06:49,2005-07-20 16:09:16,0.8967,21.9604,,lneff,1055
1056,1056_90917553,,-122.1,36.44,-122.07,36.43,2005-07-20,2005-07-20,2005-07-20 15:59:16,2005-07-20 16:06:49,2.9099,23.1248,,lneff,1055
1056,1056_90917552,,-122.1,36.44,-122.1,36.44,2005-07-20,2005-07-20,2005-07-20 15:57:11,2005-07-20 15:59:16,0.0,0.0,,lneff,1055
1056,1056_90917551,,-122.13,36.43,-122.1,36.44,2005-07-20,2005-07-20,2005-07-20 15:17:33,2005-07-20 15:57:11,2.9099,4.4052,,lneff,1055
1056,1056_90917550,,-122.15,36.44,-122.13,36.43,2005-07-20,2005-07-20,2005-07-20 15:09:28,2005-07-20 15:17:33,2.1089,15.6535,,lneff,1055
1056,1056_90917549,,-122.15,36.44,-122.15,36.44,2005-07-20,2005-07-20,2005-07-20 15:09:16,2005-07-20 15:09:28,0.0,0.0,,lneff,1055
1056,1056_90917548,,-122.18,36.44,-122.15,36.44,2005-07-20,2005-07-20,2005-07-20 15:03:24,2005-07-20 15:09:16,2.6898,27.5094,,lneff,1055
1056,1056_90917547,,-122.18,36.44,-122.18,36.44,2005-07-20,2005-07-20,2005-07-20 15:00:30,2005-07-20 15:03:24,0.0,0.0,,lneff,1055
1056,1056_90917546,,-122.18,36.44,-122.18,36.44,2005-07-20,2005-07-20,2005-07-20 14:59:16,2005-07-20 15:00:30,0.0,0.0,,lneff,1055
1056,1056_90917545,,-122.18,36.44,-122.18,36.44,2005-07-20,2005-07-20,2005-07-20 14:58:51,2005-07-20 14:58:54,0.0,0.0,,lneff,1055
1056,1056_90917544,,-122.15,36.46,-122.18,36.44,2005-07-20,2005-07-20,2005-07-20 14:49:16,2005-07-20 14:58:51,3.4869,21.8312,,lneff,1055
1056,1056_90917543,,-122.13,36.48,-122.15,36.46,2005-07-20,2005-07-20,2005-07-20 14:40:36,2005-07-20 14:49:16,2.8528,19.7504,,lneff,1055
1056,1056_90917542,,-122.12,36.48,-122.13,36.48,2005-07-20,2005-07-20,2005-07-20 14:39:16,2005-07-20 14:40:36,0.8961,40.3264,,lneff,1055
1056,1056_90917541,,-122.11,36.48,-122.12,36.48,2005-07-20,2005-07-20,2005-07-20 14:35:54,2005-07-20 14:39:16,0.8961,15.9708,,lneff,1055
1056,1056_90917540,,-122.11,36.49,-122.11,36.48,2005-07-20,2005-07-20,2005-07-20 14:32:47,2005-07-20 14:35:54,1.1097,21.3628,,lneff,1055
1056,1056_90917539,,-122.1,36.5,-122.11,36.49,2005-07-20,2005-07-20,2005-07-20 14:29:16,2005-07-20 14:32:47,1.4262,24.3339,,lneff,1055
1056,1056_90917538,,-122.07,36.52,-122.1,36.5,2005-07-20,2005-07-20,2005-07-20 14:19:16,2005-07-20 14:29:16,3.4853,20.9121,,lneff,1055
1056,1056_90917537,,-122.05,36.53,-122.07,36.52,2005-07-20,2005-07-20,2005-07-20 14:09:16,2005-07-20 14:19:16,2.1071,12.6427,,lneff,1055
1056,1056_90917536,,-122.03,36.54,-122.05,36.53,2005-07-20,2005-07-20,2005-07-20 14:04:16,2005-07-20 14:09:16,2.1069,25.2831,,lneff,1055
1056,1056_90917535,,-122.02,36.55,-122.03,36.54,2005-07-20,2005-07-20,2005-07-20 13:59:16,2005-07-20 14:04:16,1.4259,17.1106,,lneff,1055
1056,1056_90917534,,-122.0,36.56,-122.02,36.55,2005-07-20,2005-07-20,2005-07-20 13:52:20,2005-07-20 13:59:16,2.1065,18.2297,,lneff,1055
1056,1056_90917533,,-122.0,36.57,-122.0,36.56,2005-07-20,2005-07-20,2005-07-20 13:50:38,2005-07-20 13:52:20,1.1097,39.1657,,lneff,1055
1056,1056_90917532,,-122.0,36.57,-122.0,36.57,2005-07-20,2005-07-20,2005-07-20 13:50:15,2005-07-20 13:50:38,0.0,0.0,,lneff,1055
1056,1056_90917531,,-122.0,36.57,-122.0,36.57,2005-07-20,2005-07-20,2005-07-20 13:50:13,2005-07-20 13:50:15,0.0,0.0,,lneff,1055
1056,1056_90917530,,-122.0,36.57,-122.0,36.57,2005-07-20,2005-07-20,2005-07-20 13:49:16,2005-07-20 13:50:13,0.0,0.0,,lneff,1055
1056,1056_90917529,,-122.04,36.58,-122.0,36.57,2005-07-20,2005-07-20,2005-07-20 13:39:16,2005-07-20 13:49:16,3.7482,22.4893,,lneff,1055
1056,1056_90917528,,-122.07,36.58,-122.04,36.58,2005-07-20,2005-07-20,2005-07-20 13:31:00,2005-07-20 13:39:16,2.685,19.4877,,lneff,1055
1056,1056_90917527,,-122.08,36.59,-122.07,36.58,2005-07-20,2005-07-20,2005-07-20 13:20:59,2005-07-20 13:31:00,1.4256,8.5394,,lneff,1055
1056,1056_90917526,,-122.09,36.59,-122.08,36.59,2005-07-20,2005-07-20,2005-07-20 13:19:16,2005-07-20 13:20:59,0.8949,31.2771,,lneff,1055
1056,1056_90917525,,-122.11,36.59,-122.09,36.59,2005-07-20,2005-07-20,2005-07-20 13:14:32,2005-07-20 13:19:16,1.7897,22.6869,,lneff,1055
1056,1056_90917524,,-122.13,36.6,-122.11,36.59,2005-07-20,2005-07-20,2005-07-20 13:09:21,2005-07-20 13:14:32,2.1058,24.3753,,lneff,1055
1056,1056_90917523,,-122.14,36.6,-122.13,36.6,2005-07-20,2005-07-20,2005-07-20 13:05:10,2005-07-20 13:09:08,0.8948,13.5341,,lneff,1055
1056,1056_90917522,,-122.16,36.6,-122.14,36.6,2005-07-20,2005-07-20,2005-07-20 13:00:59,2005-07-20 13:05:10,1.7895,25.6664,,lneff,1055
1056,1056_90917521,,-122.16,36.6,-122.16,36.6,2005-07-20,2005-07-20,2005-07-20 12:59:08,2005-07-20 13:00:59,0.0,0.0,,lneff,1055
1056,1056_90917520,,-122.2,36.61,-122.16,36.6,2005-07-20,2005-07-20,2005-07-20 12:49:08,2005-07-20 12:59:08,3.7469,22.4814,,lneff,1055
1056,1056_90917519,,-122.22,36.61,-122.2,36.61,2005-07-20,2005-07-20,2005-07-20 12:45:17,2005-07-20 12:49:08,1.7893,27.8849,,lneff,1055
1056,1056_90917518,,-122.24,36.62,-122.22,36.61,2005-07-20,2005-07-20,2005-07-20 12:30:50,2005-07-20 12:45:17,2.1054,8.742,,lneff,1055
1056,1056_90917517,,-122.25,36.63,-122.24,36.62,2005-07-20,2005-07-20,2005-07-20 12:29:08,2005-07-20 12:30:50,1.4253,50.3052,,lneff,1055
1056,1056_90917516,,-122.29,36.63,-122.25,36.63,2005-07-20,2005-07-20,2005-07-20 12:19:08,2005-07-20 12:29:08,3.5776,21.4659,,lneff,1055
1056,1056_90917515,,-122.29,36.63,-122.29,36.63,2005-07-20,2005-07-20,2005-07-20 12:18:58,2005-07-20 12:19:08,0.0,0.0,,lneff,1055
1056,1056_90917514,,-122.32,36.64,-122.29,36.63,2005-07-20,2005-07-20,2005-07-20 12:04:36,2005-07-20 12:18:58,2.9035,12.126,,lneff,1055
1056,1056_90917513,,-122.33,36.64,-122.32,36.64,2005-07-20,2005-07-20,2005-07-20 12:02:11,2005-07-20 12:04:36,0.8943,22.2032,,lneff,1055
1056,1056_90917512,,-122.34,36.65,-122.33,36.64,2005-07-20,2005-07-20,2005-07-20 11:59:08,2005-07-20 12:02:11,1.4252,28.0362,,lneff,1055
1056,1056_90917511,,-122.38,36.65,-122.34,36.65,2005-07-20,2005-07-20,2005-07-20 11:49:08,2005-07-20 11:59:08,3.5767,21.4603,,lneff,1055
1056,1056_90917510,,-122.44,36.67,-122.38,36.65,2005-07-20,2005-07-20,2005-07-20 11:31:05,2005-07-20 11:49:08,5.8054,19.2977,,lneff,1055
1056,1056_90917509,,-122.46,36.67,-122.44,36.67,2005-07-20,2005-07-20,2005-07-20 11:22:37,2005-07-20 11:31:05,1.7879,12.6701,,lneff,1055
1056,1056_90917508,,-122.47,36.67,-122.46,36.67,2005-07-20,2005-07-20,2005-07-20 11:17:18,2005-07-20 11:22:37,0.8939,10.0884,,lneff,1055
1056,1056_90917507,,-122.48,36.67,-122.47,36.67,2005-07-20,2005-07-20,2005-07-20 11:16:19,2005-07-20 11:17:18,0.8939,54.546,,lneff,1055
1056,1056_90917506,,-122.51,36.68,-122.48,36.67,2005-07-20,2005-07-20,2005-07-20 11:07:18,2005-07-20 11:16:19,2.9022,19.3123,,lneff,1055
1056,1056_90917505,,-122.54,36.69,-122.51,36.68,2005-07-20,2005-07-20,2005-07-20 10:57:18,2005-07-20 11:07:18,2.9019,17.4114,,lneff,1055
1056,1056_90917504,,-122.57,36.69,-122.54,36.69,2005-07-20,2005-07-20,2005-07-20 10:49:30,2005-07-20 10:57:18,2.6812,20.6242,,lneff,1055
1056,1056_90917503,,-122.58,36.69,-122.57,36.69,2005-07-20,2005-07-20,2005-07-20 10:47:18,2005-07-20 10:49:30,0.8937,24.3741,,lneff,1055
1056,1056_90917502,,-122.6,36.7,-122.58,36.69,2005-07-20,2005-07-20,2005-07-20 10:40:52,2005-07-20 10:47:18,2.1038,19.621,,lneff,1055
1056,1056_90917501,,-122.61,36.7,-122.6,36.7,2005-07-20,2005-07-20,2005-07-20 10:37:18,2005-07-20 10:40:52,0.8936,15.0325,,lneff,1055
1056,1056_90917500,,-122.65,36.71,-122.61,36.7,2005-07-20,2005-07-20,2005-07-20 10:27:18,2005-07-20 10:37:18,3.7425,22.4549,,lneff,1055
1056,1056_90917499,,-122.65,36.71,-122.65,36.71,2005-07-20,2005-07-20,2005-07-20 10:25:40,2005-07-20 10:27:18,0.0,0.0,,lneff,1055
1056,1056_90917498,,-122.66,36.71,-122.65,36.71,2005-07-20,2005-07-20,2005-07-20 10:12:11,2005-07-20 10:25:40,0.8935,3.976,,lneff,1055
1056,1056_90917497,,-122.68,36.71,-122.66,36.71,2005-07-20,2005-07-20,2005-07-20 10:07:18,2005-07-20 10:12:11,1.787,21.956,,lneff,1055
1056,1056_90917496,,-122.7,36.72,-122.68,36.71,2005-07-20,2005-07-20,2005-07-20 10:01:19,2005-07-20 10:07:18,2.1034,21.0927,,lneff,1055
1056,1056_90917495,,-122.71,36.72,-122.7,36.72,2005-07-20,2005-07-20,2005-07-20 09:57:18,2005-07-20 10:01:19,0.8934,13.3449,,lneff,1055
1056,1056_90917494,,-122.72,36.72,-122.71,36.72,2005-07-20,2005-07-20,2005-07-20 09:55:34,2005-07-20 09:57:18,0.8934,30.9243,,lneff,1055
1056,1056_90917493,,-122.74,36.73,-122.72,36.72,2005-07-20,2005-07-20,2005-07-20 09:47:18,2005-07-20 09:55:34,2.1032,15.2653,,lneff,1055
1056,1056_90917492,,-122.75,36.73,-122.74,36.73,2005-07-20,2005-07-20,2005-07-20 09:46:41,2005-07-20 09:47:18,0.8933,86.9112,,lneff,1055
1056,1056_90917491,,-122.77,36.73,-122.75,36.73,2005-07-20,2005-07-20,2005-07-20 09:40:32,2005-07-20 09:46:41,1.7865,17.4293,,lneff,1055
1056,1056_90917490,,-122.78,36.73,-122.77,36.73,2005-07-20,2005-07-20,2005-07-20 09:37:18,2005-07-20 09:40:32,0.8933,16.5758,,lneff,1055
1056,1056_90917489,,-122.8,36.74,-122.78,36.73,2005-07-20,2005-07-20,2005-07-20 09:30:31,2005-07-20 09:37:18,2.103,18.6016,,lneff,1055
1056,1056_90917488,,-123.46,37.86,-123.49,37.87,2005-07-19,2005-07-19,2005-07-19 20:21:38,2005-07-19 20:30:13,2.8637,20.0177,,lneff,1055
1056,1056_90917487,,-123.45,37.86,-123.46,37.86,2005-07-19,2005-07-19,2005-07-19 20:18:15,2005-07-19 20:21:38,0.88,15.6058,,lneff,1055
1056,1056_90917486,,-123.4,37.86,-123.45,37.86,2005-07-19,2005-07-19,2005-07-19 19:52:48,2005-07-19 20:18:15,4.4,10.3732,,lneff,1055
1056,1056_90917485,,-123.39,37.86,-123.4,37.86,2005-07-19,2005-07-19,2005-07-19 19:51:38,2005-07-19 19:52:48,0.88,45.2567,,lneff,1055
1056,1056_90917484,,-123.37,37.85,-123.39,37.86,2005-07-19,2005-07-19,2005-07-19 19:42:38,2005-07-19 19:51:38,2.0808,13.8723,,lneff,1055
1056,1056_90917483,,-123.33,37.85,-123.37,37.85,2005-07-19,2005-07-19,2005-07-19 19:30:13,2005-07-19 19:42:38,3.5204,17.0115,,lneff,1055
1056,1056_90917482,,-123.3,37.85,-123.33,37.85,2005-07-19,2005-07-19,2005-07-19 19:21:38,2005-07-19 19:30:13,2.6403,18.4567,,lneff,1055
1056,1056_90917481,,-123.27,37.84,-123.3,37.85,2005-07-19,2005-07-19,2005-07-19 19:11:38,2005-07-19 19:21:38,2.8643,17.1858,,lneff,1055
1056,1056_90917480,,-123.23,37.84,-123.27,37.84,2005-07-19,2005-07-19,2005-07-19 19:01:38,2005-07-19 19:11:38,3.5209,21.1255,,lneff,1055
1056,1056_90917479,,-123.2,37.83,-123.23,37.84,2005-07-19,2005-07-19,2005-07-19 18:51:38,2005-07-19 19:01:38,2.8646,17.1878,,lneff,1055
1056,1056_90917478,,-123.17,37.83,-123.2,37.83,2005-07-19,2005-07-19,2005-07-19 18:41:38,2005-07-19 18:51:38,2.641,15.8463,,lneff,1055
1056,1056_90917477,,-123.13,37.82,-123.17,37.83,2005-07-19,2005-07-19,2005-07-19 18:31:38,2005-07-19 18:41:38,3.6924,22.1544,,lneff,1055
1056,1056_90917476,,-123.1,37.81,-123.13,37.82,2005-07-19,2005-07-19,2005-07-19 18:21:38,2005-07-19 18:31:38,2.8653,17.1917,,lneff,1055
1056,1056_90917475,,-123.07,37.81,-123.1,37.81,2005-07-19,2005-07-19,2005-07-19 18:12:52,2005-07-19 18:21:38,2.6418,18.0805,,lneff,1055
1056,1056_90917473,,-123.09,37.83,-123.07,37.81,2005-07-19,2005-07-19,2005-07-19 18:01:38,2005-07-19 18:09:57,2.8335,20.442,,lneff,1055
1056,1056_90917472,,-123.11,37.86,-123.09,37.83,2005-07-19,2005-07-19,2005-07-19 17:51:38,2005-07-19 18:01:38,3.7665,22.5989,,lneff,1055
1056,1056_90917471,,-123.11,37.88,-123.11,37.86,2005-07-19,2005-07-19,2005-07-19 17:41:38,2005-07-19 17:51:38,2.2199,13.3193,,lneff,1055
1056,1056_90917470,,-123.1,37.91,-123.11,37.88,2005-07-19,2005-07-19,2005-07-19 17:32:28,2005-07-19 17:41:38,3.444,22.5428,,lneff,1055
1056,1056_90917469,,-123.1,37.91,-123.1,37.91,2005-07-19,2005-07-19,2005-07-19 17:31:38,2005-07-19 17:32:28,0.0,0.0,,lneff,1055
1056,1056_90917468,,-123.09,37.94,-123.1,37.91,2005-07-19,2005-07-19,2005-07-19 17:21:38,2005-07-19 17:31:38,3.444,20.6638,,lneff,1055
1056,1056_90917467,,-123.09,37.97,-123.09,37.94,2005-07-19,2005-07-19,2005-07-19 17:11:38,2005-07-19 17:21:38,3.3299,19.9792,,lneff,1055
1056,1056_90917466,,-123.08,37.99,-123.09,37.97,2005-07-19,2005-07-19,2005-07-19 17:03:46,2005-07-19 17:11:38,2.3875,18.2094,,lneff,1055
1056,1056_90917465,,-123.08,37.99,-123.08,37.99,2005-07-19,2005-07-19,2005-07-19 17:01:38,2005-07-19 17:03:46,0.0,0.0,,lneff,1055
1056,1056_90917464,,-123.07,38.01,-123.08,37.99,2005-07-19,2005-07-19,2005-07-19 16:54:32,2005-07-19 17:01:38,2.3874,20.175,,lneff,1055
1056,1056_90917463,,-123.07,38.02,-123.07,38.01,2005-07-19,2005-07-19,2005-07-19 16:51:38,2005-07-19 16:54:32,1.11,22.9648,,lneff,1055
1056,1056_90917462,,-123.07,38.02,-123.07,38.02,2005-07-19,2005-07-19,2005-07-19 16:50:22,2005-07-19 16:51:38,0.0,0.0,,lneff,1055
1056,1056_90917461,,-123.06,38.04,-123.07,38.02,2005-07-19,2005-07-19,2005-07-19 16:45:06,2005-07-19 16:50:22,2.3873,27.1965,,lneff,1055
1056,1056_90917460,,-123.06,38.05,-123.06,38.04,2005-07-19,2005-07-19,2005-07-19 16:41:38,2005-07-19 16:45:06,1.11,19.2111,,lneff,1055
1056,1056_90917459,,-123.05,38.07,-123.06,38.05,2005-07-19,2005-07-19,2005-07-19 16:31:38,2005-07-19 16:41:38,2.3871,14.3228,,lneff,1055
1056,1056_90917458,,-123.04,38.1,-123.05,38.07,2005-07-19,2005-07-19,2005-07-19 16:21:38,2005-07-19 16:31:38,3.4436,20.6614,,lneff,1055
1056,1056_90917457,,-123.03,38.13,-123.04,38.1,2005-07-19,2005-07-19,2005-07-19 16:11:38,2005-07-19 16:21:38,3.4435,20.661,,lneff,1055
1056,1056_90917456,,-123.03,38.14,-123.03,38.13,2005-07-19,2005-07-19,2005-07-19 16:08:18,2005-07-19 16:11:38,1.11,19.9798,,lneff,1055
1056,1056_90917455,,-123.03,38.14,-123.03,38.14,2005-07-19,2005-07-19,2005-07-19 16:08:16,2005-07-19 16:08:18,0.0,0.0,,lneff,1055
1056,1056_90917454,,-123.04,38.15,-123.03,38.14,2005-07-19,2005-07-19,2005-07-19 16:03:17,2005-07-19 16:08:16,1.4144,17.0294,,lneff,1055
1056,1056_90917453,,-123.04,38.15,-123.04,38.15,2005-07-19,2005-07-19,2005-07-19 16:01:38,2005-07-19 16:03:17,0.0,0.0,,lneff,1055
1056,1056_90917452,,-123.06,38.18,-123.04,38.15,2005-07-19,2005-07-19,2005-07-19 15:51:38,2005-07-19 16:01:38,3.7631,22.5785,,lneff,1055
1056,1056_90917451,,-123.07,38.18,-123.06,38.18,2005-07-19,2005-07-19,2005-07-19 15:48:52,2005-07-19 15:51:38,0.8762,19.0014,,lneff,1055
1056,1056_90917450,,-123.11,38.23,-123.07,38.18,2005-07-19,2005-07-19,2005-07-19 15:12:12,2005-07-19 15:48:52,6.5633,10.74,,lneff,1055
1056,1056_90917449,,-123.11,38.23,-123.11,38.23,2005-07-19,2005-07-19,2005-07-19 15:11:38,2005-07-19 15:12:12,0.0,0.0,,lneff,1055
1056,1056_90917448,,-123.15,38.23,-123.11,38.23,2005-07-19,2005-07-19,2005-07-19 15:01:38,2005-07-19 15:11:38,3.5023,21.0138,,lneff,1055
1056,1056_90917447,,-123.15,38.22,-123.15,38.23,2005-07-19,2005-07-19,2005-07-19 15:00:37,2005-07-19 15:01:38,1.11,65.5086,,lneff,1055
1056,1056_90917446,,-123.16,38.22,-123.15,38.22,2005-07-19,2005-07-19,2005-07-19 14:59:40,2005-07-19 15:00:37,0.8757,55.307,,lneff,1055
1056,1056_90917445,,-123.18,38.22,-123.16,38.22,2005-07-19,2005-07-19,2005-07-19 14:51:38,2005-07-19 14:59:40,1.7514,13.0809,,lneff,1055
1056,1056_90917444,,-123.19,38.21,-123.18,38.22,2005-07-19,2005-07-19,2005-07-19 14:50:14,2005-07-19 14:51:38,1.4139,60.5949,,lneff,1055
1056,1056_90917443,,-123.18,38.19,-123.19,38.21,2005-07-19,2005-07-19,2005-07-19 14:27:17,2005-07-19 14:50:14,2.3866,6.2394,,lneff,1055
1056,1056_90917442,,-123.2,38.19,-123.18,38.19,2005-07-19,2005-07-19,2005-07-19 14:21:38,2005-07-19 14:27:17,1.7521,18.6064,,lneff,1055
1056,1056_90917441,,-123.24,38.18,-123.2,38.19,2005-07-19,2005-07-19,2005-07-19 14:11:38,2005-07-19 14:21:38,3.676,22.0563,,lneff,1055
