dataset_id,row_id,latitude,longitude,sp_code,scientific,common,tsn,count,series_id,obs_date,date_time,last_mod,provider,owner,oceano,depth,ds_type,platform
1065,1065_18692,34.55,-125.69,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 9:15,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.4400,""CHL_M"":0.3900,""CHL_Y"":0.2800,""SSH_D"":55.23,""SST_D"":16.200,""SST_M"":16.425,""SST_Y"":16.200,""BATH"":-4654,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18693,34.58,-125.68,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 9:29,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.4400,""CHL_M"":0.3900,""CHL_Y"":0.2800,""SSH_D"":55.23,""SST_D"":16.200,""SST_M"":16.425,""SST_Y"":16.200,""BATH"":-4669,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18694,34.59,-125.67,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 9:31,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3300,""CHL_M"":0.2800,""CHL_Y"":0.2400,""SSH_D"":55.23,""SST_D"":16.350,""SST_M"":16.425,""SST_Y"":16.275,""BATH"":-4665,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18695,34.63,-125.66,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 9:46,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3400,""CHL_M"":0.2900,""CHL_Y"":0.2600,""SSH_D"":58.28,""SST_D"":16.425,""SST_M"":16.575,""SST_Y"":16.350,""BATH"":-4654,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18696,34.64,-125.66,CU,Callorhinus ursinus,Northern Fur Seal,180627,2,,10/2/08,10/2/08 9:51,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3400,""CHL_M"":0.2900,""CHL_Y"":0.2600,""SSH_D"":58.28,""SST_D"":16.425,""SST_M"":16.575,""SST_Y"":16.350,""BATH"":-4654,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18697,34.71,-125.63,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 10:17,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2800,""CHL_M"":0.2600,""CHL_Y"":0.2500,""SSH_D"":58.28,""SST_D"":16.575,""SST_M"":16.725,""SST_Y"":16.050,""BATH"":-4654,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18698,34.75,-125.62,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 10:31,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""SSH_D"":58.28,""SST_D"":16.350,""SST_M"":16.500,""SST_Y"":16.125,""BATH"":-4641,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18699,34.78,-125.61,CU,Callorhinus ursinus,Northern Fur Seal,180627,2,,10/2/08,10/2/08 10:42,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2300,""CHL_M"":0.1800,""CHL_Y"":0.2500,""SSH_D"":58.28,""SST_D"":16.275,""SST_M"":16.500,""SST_Y"":15.975,""BATH"":-4629,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18700,34.79,-125.6,CU,Callorhinus ursinus,Northern Fur Seal,180627,2,,10/2/08,10/2/08 10:44,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2300,""CHL_M"":0.1800,""CHL_Y"":0.2500,""SSH_D"":58.28,""SST_D"":16.275,""SST_M"":16.500,""SST_Y"":15.975,""BATH"":-4623,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18701,34.82,-125.59,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 10:57,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2300,""CHL_M"":0.1800,""CHL_Y"":0.2500,""SSH_D"":58.28,""SST_D"":16.575,""SST_M"":16.575,""SST_Y"":15.675,""BATH"":-4622,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18702,34.92,-125.57,17,Delphinus delphis,Short-beaked Common Dolphin,180438,203,,10/2/08,10/2/08 11:36,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.1700,""CHL_M"":0.1700,""CHL_Y"":0.2400,""SSH_D"":65.21,""SST_D"":16.800,""SST_M"":16.800,""SST_Y"":15.675,""BATH"":-4624,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18703,34.92,-125.52,CU,Callorhinus ursinus,Northern Fur Seal,180627,1,,10/2/08,10/2/08 12:17,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.1700,""CHL_M"":0.1700,""CHL_Y"":0.2400,""SSH_D"":65.21,""SST_D"":17.100,""SST_M"":17.025,""SST_Y"":15.675,""BATH"":-4616,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18704,35.39,-125.26,13,Stenella coeruleoalba,Striped Dolphin,180434,17,,10/2/08,10/2/08 15:58,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.1600,""CHL_M"":0.1600,""CHL_Y"":0.2800,""SSH_D"":75.62,""SST_D"":17.400,""SST_M"":17.250,""SST_Y"":15.375,""BATH"":-4490,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18705,35.39,-125.26,17,Delphinus delphis,Short-beaked Common Dolphin,180438,450,,10/2/08,10/2/08 15:58,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.1600,""CHL_M"":0.1600,""CHL_Y"":0.2800,""SSH_D"":75.62,""SST_D"":17.400,""SST_M"":17.250,""SST_Y"":15.375,""BATH"":-4490,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19021,35.42,-125.41,17,Delphinus delphis,Short-beaked Common Dolphin,180438,4,,11/7/08,11/7/08 8:28,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.7600,""CHL_M"":0.5700,""CHL_Y"":0.2900,""SSH_D"":64.06,""SST_D"":15.000,""SST_M"":15.600,""SST_Y"":15.525,""BATH"":-4562,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19029,31.96,-124.96,17,Delphinus delphis,Short-beaked Common Dolphin,180438,88,,11/10/08,11/10/08 13:25,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.1700,""CHL_M"":0.1400,""CHL_Y"":0.1500,""SSH_D"":67.90,""SST_D"":17.700,""SST_M"":17.250,""SST_Y"":16.875,""BATH"":-4189,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19033,32.29,-124.89,17,Delphinus delphis,Short-beaked Common Dolphin,180438,6,,11/11/08,11/11/08 7:16,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2400,""CHL_M"":0.2500,""CHL_Y"":0.1500,""SSH_D"":69.19,""SST_D"":17.025,""SST_M"":17.250,""SST_Y"":16.725,""BATH"":-4302,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19074,30.28,-122.47,98,Cetacea,cetaceans,180403,4,,11/18/08,11/18/08 13:55,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.1300,""CHL_Y"":0.1500,""SSH_D"":65.65,""SST_D"":-9999,""SST_M"":17.325,""SST_Y"":17.625,""BATH"":-4176,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19068,30.73,-121.91,13,Stenella coeruleoalba,Striped Dolphin,180434,15,,11/18/08,11/18/08 7:24,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2200,""CHL_M"":0.2700,""CHL_Y"":0.2500,""SSH_D"":59.00,""SST_D"":-9999,""SST_M"":16.875,""SST_Y"":17.250,""BATH"":-4190,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19069,30.73,-121.91,17,Delphinus delphis,Short-beaked Common Dolphin,180438,237,,11/18/08,11/18/08 7:24,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2200,""CHL_M"":0.2700,""CHL_Y"":0.2500,""SSH_D"":59.00,""SST_D"":-9999,""SST_M"":16.875,""SST_Y"":17.250,""BATH"":-4190,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19067,30.79,-121.89,UA,Otariidae,eared seals,180615,1,,11/18/08,11/18/08 7:03,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2600,""CHL_M"":0.3100,""CHL_Y"":0.2800,""SSH_D"":59.00,""SST_D"":-9999,""SST_M"":17.175,""SST_Y"":17.475,""BATH"":-4268,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18971,33.26,-124.48,17,Delphinus delphis,Short-beaked Common Dolphin,180438,187,,10/27/08,10/27/08 17:42,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.0800,""CHL_M"":0.3000,""CHL_Y"":0.3100,""SSH_D"":67.49,""SST_D"":17.850,""SST_M"":17.175,""SST_Y"":16.725,""BATH"":-4462,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19037,33.19,-126.18,75,Balaenoptera musculus,Blue Whale,180528,1,,11/12/08,11/12/08 12:45,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3700,""CHL_M"":0.2400,""CHL_Y"":0.2000,""SSH_D"":58.07,""SST_D"":16.500,""SST_M"":16.650,""SST_Y"":17.325,""BATH"":-4343,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19038,31.58,-124.75,17,Delphinus delphis,Short-beaked Common Dolphin,180438,16,,11/13/08,11/13/08 11:27,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""SSH_D"":64.72,""SST_D"":15.225,""SST_M"":17.175,""SST_Y"":17.175,""BATH"":-4403,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19039,31.53,-124.72,17,Delphinus delphis,Short-beaked Common Dolphin,180438,15,,11/13/08,11/13/08 11:46,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.2300,""CHL_Y"":0.1500,""SSH_D"":64.72,""SST_D"":-9999,""SST_M"":17.325,""SST_Y"":17.475,""BATH"":-4269,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19030,31.81,-124.9,13,Stenella coeruleoalba,Striped Dolphin,180434,18,,11/10/08,11/10/08 14:34,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3100,""CHL_M"":0.3100,""CHL_Y"":0.1500,""SSH_D"":68.34,""SST_D"":17.625,""SST_M"":17.175,""SST_Y"":17.475,""BATH"":-4092,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19031,31.81,-124.9,17,Delphinus delphis,Short-beaked Common Dolphin,180438,200,,11/10/08,11/10/08 14:34,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.3100,""CHL_M"":0.3100,""CHL_Y"":0.1500,""SSH_D"":68.34,""SST_D"":17.625,""SST_M"":17.175,""SST_Y"":17.475,""BATH"":-4092,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19032,31.74,-124.97,17,Delphinus delphis,Short-beaked Common Dolphin,180438,11,,11/10/08,11/10/08 15:26,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2000,""CHL_M"":0.1700,""CHL_Y"":0.1500,""SSH_D"":68.34,""SST_D"":17.775,""SST_M"":17.175,""SST_Y"":17.400,""BATH"":-4235,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_19070,30.64,-121.96,21,Grampus griseus,Risso's Dolphin,180457,3,,11/18/08,11/18/08 8:34,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":0.2100,""CHL_M"":0.2700,""CHL_Y"":0.2300,""SSH_D"":63.70,""SST_D"":-9999,""SST_M"":16.875,""SST_Y"":17.325,""BATH"":-3878,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18274,46.5,-128.61,44,Phocoenoides dalli,Dall's Porpoise,180480,2,,8/2/08,8/2/08 16:25,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""SSH_D"":49.05,""SST_D"":13.950,""SST_M"":15.375,""SST_Y"":13.425,""BATH"":-2754,""EEZ"":163,""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18275,45.88,-129.93,96,Cetacea,cetaceans,180403,1,,8/3/08,8/3/08 9:19,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.4500,""CHL_Y"":0.3700,""SSH_D"":52.17,""SST_D"":14.475,""SST_M"":15.300,""SST_Y"":12.675,""BATH"":-1723,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18276,45.79,-129.97,44,Phocoenoides dalli,Dall's Porpoise,180480,5,,8/3/08,8/3/08 10:43,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.6300,""CHL_Y"":0.3700,""SSH_D"":52.97,""SST_D"":14.400,""SST_M"":14.400,""SST_Y"":12.225,""BATH"":-2195,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18295,46.13,-128.22,MA,Mirounga angustirostris,Northern Elephant Seal,180672,1,,8/5/08,8/5/08 19:53,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.3200,""CHL_Y"":0.3600,""SSH_D"":50.80,""SST_D"":14.175,""SST_M"":14.175,""SST_Y"":12.150,""BATH"":-2815,""EEZ"":163,""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18272,46.44,-128.28,MA,Mirounga angustirostris,Northern Elephant Seal,180672,1,,8/2/08,8/2/08 15:07,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3900,""SSH_D"":49.51,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":13.050,""BATH"":-2831,""EEZ"":163,""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18273,46.46,-128.39,44,Phocoenoides dalli,Dall's Porpoise,180480,3,,8/2/08,8/2/08 15:35,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3600,""SSH_D"":49.51,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":12.450,""BATH"":-2733,""EEZ"":163,""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18294,45.85,-128.31,74,Balaenoptera physalus,Fin Whale,180527,2,,8/5/08,8/5/08 17:55,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.2700,""CHL_Y"":0.3600,""SSH_D"":50.32,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":12.375,""BATH"":-2800,""EEZ"":163,""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18282,44.68,-130.46,74,Balaenoptera physalus,Fin Whale,180527,2,,8/3/08,8/3/08 20:04,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.3300,""SSH_D"":54.42,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":13.350,""BATH"":-2422,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18307,44.82,-127.55,63,Berardius bairdii,Baird's Beaked Whale,180496,17,,8/7/08,8/7/08 10:18,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.7300,""SSH_D"":54.92,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":14.025,""BATH"":-2861,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18314,44.77,-128.72,49,Ziphius,goose-beaked whales,180497,1,,8/8/08,8/8/08 8:13,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":-9999,""CHL_Y"":0.2900,""SSH_D"":52.44,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":12.825,""BATH"":-2795,""EEZ"":163,""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18318,44.2,-130.75,27,Lissodelphis borealis,Northern Right Whale Dolphin,180454,7,,8/9/08,8/9/08 16:11,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.1900,""CHL_Y"":0.2600,""SSH_D"":55.51,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":13.950,""BATH"":-3072,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":2,""MEOW"":""NULL""",,ptobs,boat
1065,1065_18322,42.69,-131,MA,Mirounga angustirostris,Northern Elephant Seal,180672,1,,8/10/08,8/10/08 18:15,11/26/13 12:19,NOAA Southwest Fisheries Science Center (SWFSC),Tim.Gerrodette,"""CHL_D"":-9999,""CHL_M"":0.1300,""CHL_Y"":0.2200,""SSH_D"":55.49,""SST_D"":-9999,""SST_M"":17.625,""SST_Y"":13.350,""BATH"":-3529,""EEZ"":""NULL"",""WDPA"":""NULL"",""LME"":3,""MEOW"":""NULL""",,ptobs,boat
