dataset_id,row_id,latitude,longitude,sp_code,scientific,common,tsn,count,series_id,date_time,last_mod,provider,owner,oceano,depth,ds_type
219,219_823,35.64,-121.53,"Pacific white-sided dolphin, lag, hookfin porpoise",Lagenorhynchus obliquidens,Pacific white-sided dolphin,180444,29,,10/7/96 15:56,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.88,""SST_D"":-9999,""SST_M"":13.875,""SST_Y"":13.275,""BATH"":-665,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_824,35.66,-121.59,Humpback whale,Megaptera novaeangliae,humpback whale,180530,2,,10/7/96 16:16,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":15.675,""SST_M"":14.625,""SST_Y"":13.575,""BATH"":-723,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_829,35.64,-121.67,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,10/7/96 17:24,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.325,""SST_Y"":13.650,""BATH"":-809,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_830,35.64,-121.68,California sea lion,Zalophus californianus,California sea lion,180621,17,,10/7/96 17:27,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.325,""SST_Y"":13.650,""BATH"":-873,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_832,35.64,-121.68,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,10/7/96 17:28,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.325,""SST_Y"":13.650,""BATH"":-873,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_831,35.64,-121.68,"Pacific white-sided dolphin, lag, hookfin porpoise",Lagenorhynchus obliquidens,Pacific white-sided dolphin,180444,51,,10/7/96 17:27,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.325,""SST_Y"":13.650,""BATH"":-873,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_825,35.66,-121.62,California sea lion,Zalophus californianus,California sea lion,180621,1,,10/7/96 16:26,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":15.675,""SST_M"":14.400,""SST_Y"":13.800,""BATH"":-760,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_827,35.66,-121.63,Humpback whale,Megaptera novaeangliae,humpback whale,180530,5,,10/7/96 16:30,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":15.675,""SST_M"":14.400,""SST_Y"":13.800,""BATH"":-792,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_826,35.66,-121.63,California sea lion,Zalophus californianus,California sea lion,180621,1,,10/7/96 16:30,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":15.675,""SST_M"":14.400,""SST_Y"":13.800,""BATH"":-792,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_828,35.66,-121.64,"Baja neritic common dolphin, long beaked common dolphin",Delphinus capensis,long-beaked common dolphin,555654,895,,10/7/96 16:32,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":15.675,""SST_M"":14.400,""SST_Y"":13.800,""BATH"":-792,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_833,35.69,-121.73,Blue whale,Balaenoptera musculus,blue whale,180528,2,,10/7/96 18:08,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.250,""SST_Y"":13.725,""BATH"":-908,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_834,35.69,-121.74,Blue whale,Balaenoptera musculus,blue whale,180528,1,,10/7/96 18:10,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.250,""SST_Y"":13.725,""BATH"":-908,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_835,35.69,-121.75,Fin whale,Balaenoptera physalus,fin whale,180527,2,,10/7/96 18:14,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":53.81,""SST_D"":14.625,""SST_M"":14.250,""SST_Y"":13.725,""BATH"":-918,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_918,35.16,-122.01,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,10/8/96 13:00,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":50.05,""SST_D"":15.900,""SST_M"":15.750,""SST_Y"":14.625,""BATH"":-3053,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_917,35.17,-122,Unidentified dolphin or porpoise,Cetacea,cetaceans,180403,15,,10/8/96 12:58,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":50.05,""SST_D"":15.900,""SST_M"":15.750,""SST_Y"":14.625,""BATH"":-2903,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_916,35.17,-122,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,10/8/96 12:56,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":50.05,""SST_D"":15.900,""SST_M"":15.750,""SST_Y"":14.625,""BATH"":-2903,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_237,35.87,-123.71,Fin whale,Balaenoptera physalus,fin whale,180527,2,,8/7/96 18:13,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.450,""SST_M"":15.675,""SST_Y"":15.150,""BATH"":-3755,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_238,35.81,-123.81,Unidentified rorqual,Balaenoptera,baleen whales,180523,1,,8/7/96 18:50,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":56.39,""SST_D"":15.675,""SST_M"":16.200,""SST_Y"":15.150,""BATH"":-3810,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_233,35.93,-123.6,"Offshore common dolphin, short-beaked common dolphin",Delphinus delphis,common dolphin,180438,30,,8/7/96 17:30,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.975,""SST_M"":15.825,""SST_Y"":15.075,""BATH"":-3651,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_234,35.93,-123.6,Fin whale,Balaenoptera physalus,fin whale,180527,1,,8/7/96 17:30,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.975,""SST_M"":15.825,""SST_Y"":15.075,""BATH"":-3651,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_231,35.96,-123.55,"Offshore common dolphin, short-beaked common dolphin",Delphinus delphis,common dolphin,180438,43,,8/7/96 17:10,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.900,""SST_M"":15.600,""SST_Y"":15.075,""BATH"":-3627,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_232,35.96,-123.56,Unidentified rorqual,Balaenoptera,baleen whales,180523,1,,8/7/96 17:12,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.900,""SST_M"":15.600,""SST_Y"":15.075,""BATH"":-3636,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_236,35.91,-123.64,Fin whale,Balaenoptera physalus,fin whale,180527,1,,8/7/96 17:49,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.975,""SST_M"":15.825,""SST_Y"":15.075,""BATH"":-3636,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_235,35.93,-123.61,Fin whale,Balaenoptera physalus,fin whale,180527,2,,8/7/96 17:33,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":48.69,""SST_D"":15.975,""SST_M"":15.825,""SST_Y"":15.075,""BATH"":-3650,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_186,36.66,-121.99,"Harbor porpoise, herring hog",Phocoena phocoena,common porpoise,180473,1,,8/7/96 6:47,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.875,""SST_M"":13.275,""SST_Y"":12.825,""BATH"":-114,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_185,36.7,-121.94,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/6/96 19:03,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":-9999,""SST_Y"":12.900,""BATH"":-98,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_184,36.7,-121.95,Humpback whale,Megaptera novaeangliae,humpback whale,180530,2,,8/6/96 18:58,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":14.100,""SST_Y"":12.900,""BATH"":-105,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_183,36.7,-121.97,Humpback whale,Megaptera novaeangliae,humpback whale,180530,2,,8/6/96 18:55,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":14.100,""SST_Y"":12.900,""BATH"":-109,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_182,36.7,-121.98,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/6/96 18:50,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":14.100,""SST_Y"":12.900,""BATH"":-185,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_181,36.7,-121.98,Humpback whale,Megaptera novaeangliae,humpback whale,180530,4,,8/6/96 18:50,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":14.100,""SST_Y"":12.900,""BATH"":-185,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_180,36.7,-121.99,Blue whale,Balaenoptera musculus,blue whale,180528,1,,8/6/96 18:48,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":-9999,""SST_M"":14.100,""SST_Y"":12.900,""BATH"":-185,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_216,36.48,-122.39,Unidentified pinniped,Caniformia,,552303,1,,8/7/96 10:32,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.175,""SST_M"":14.175,""SST_Y"":12.975,""BATH"":-1753,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_217,36.46,-122.43,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 10:45,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.025,""SST_M"":14.025,""SST_Y"":13.050,""BATH"":-1925,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_219,36.45,-122.45,California sea lion,Zalophus californianus,California sea lion,180621,1,,8/7/96 10:52,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.025,""SST_M"":14.025,""SST_Y"":13.050,""BATH"":-2099,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_220,36.45,-122.46,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,3,,8/7/96 10:53,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.025,""SST_M"":14.025,""SST_Y"":13.050,""BATH"":-2369,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_218,36.46,-122.45,Unidentified small whale,Cetacea,cetaceans,180403,1,,8/7/96 10:51,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.025,""SST_M"":14.025,""SST_Y"":13.050,""BATH"":-2160,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_221,36.43,-122.5,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 11:07,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.775,""SST_M"":13.875,""SST_Y"":13.125,""BATH"":-2796,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_222,36.43,-122.52,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 11:22,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.775,""SST_M"":13.875,""SST_Y"":13.125,""BATH"":-2906,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_223,36.42,-122.54,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 11:27,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.775,""SST_M"":13.875,""SST_Y"":13.125,""BATH"":-2917,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_224,36.42,-122.55,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 11:31,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":14.775,""SST_M"":13.875,""SST_Y"":13.125,""BATH"":-2920,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_225,36.41,-122.56,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 11:37,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":43.86,""SST_D"":14.775,""SST_M"":13.875,""SST_Y"":13.125,""BATH"":-2940,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_204,36.59,-122.14,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,2,,8/7/96 8:31,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-1687,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_203,36.59,-122.14,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,3,,8/7/96 8:30,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-1687,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_208,36.58,-122.16,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,5,,8/7/96 8:37,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-2221,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_209,36.58,-122.17,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,1,,8/7/96 8:39,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":14.400,""SST_M"":12.750,""SST_Y"":12.975,""BATH"":-2221,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_206,36.59,-122.15,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,2,,8/7/96 8:35,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-1966,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_205,36.59,-122.15,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,2,,8/7/96 8:33,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-1966,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_207,36.59,-122.16,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/7/96 8:36,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-2221,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_212,36.55,-122.23,Unidentified whale,Cetacea,cetaceans,180403,1,,8/7/96 9:37,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.90,""SST_D"":13.275,""SST_M"":12.525,""SST_Y"":12.900,""BATH"":-2524,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_213,36.54,-122.27,Unidentified dolphin or porpoise,Cetacea,cetaceans,180403,2,,8/7/96 9:48,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.90,""SST_D"":13.275,""SST_M"":13.050,""SST_Y"":12.975,""BATH"":-1626,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_214,36.53,-122.29,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,2,,8/7/96 9:55,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.90,""SST_D"":13.275,""SST_M"":13.050,""SST_Y"":12.975,""BATH"":-1457,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_211,36.57,-122.2,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 8:52,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":14.400,""SST_M"":12.750,""SST_Y"":12.975,""BATH"":-2130,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_210,36.57,-122.2,California sea lion,Zalophus californianus,California sea lion,180621,1,,8/7/96 8:51,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":14.400,""SST_M"":12.750,""SST_Y"":12.975,""BATH"":-2130,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_215,36.5,-122.36,Northern fur seal,Callorhinus ursinus,northern fur seal,180627,1,,8/7/96 10:20,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":47.13,""SST_D"":15.450,""SST_M"":15.450,""SST_Y"":12.975,""BATH"":-1608,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_192,36.64,-122.02,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/7/96 7:53,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-182,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_188,36.65,-122.01,Dall's porpoise,Phocoenoides dalli,Dall's porpoise,180480,2,,8/7/96 6:55,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-202,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_187,36.65,-122.01,Humpback whale,Megaptera novaeangliae,humpback whale,180530,2,,8/7/96 6:55,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-202,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_191,36.65,-122.02,Blue whale,Balaenoptera musculus,blue whale,180528,2,,8/7/96 7:12,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-202,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_190,36.65,-122.02,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/7/96 6:58,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-202,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_189,36.65,-122.02,Humpback whale,Megaptera novaeangliae,humpback whale,180530,3,,8/7/96 6:57,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-202,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_193,36.64,-122.03,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/7/96 7:56,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.800,""SST_M"":13.425,""SST_Y"":12.900,""BATH"":-439,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_196,36.61,-122.09,Humpback whale,Megaptera novaeangliae,humpback whale,180530,1,,8/7/96 8:15,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.900,""SST_Y"":12.825,""BATH"":-540,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_197,36.61,-122.1,Common minke whale,Balaenoptera acutorostrata,minke whale,180524,1,,8/7/96 8:17,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.900,""SST_Y"":12.825,""BATH"":-847,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_195,36.63,-122.06,Fin whale,Balaenoptera physalus,fin whale,180527,1,,8/7/96 8:04,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.575,""SST_M"":12.675,""SST_Y"":12.675,""BATH"":-865,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_194,36.63,-122.06,Blue whale,Balaenoptera musculus,blue whale,180528,1,,8/7/96 8:04,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":51.12,""SST_D"":13.575,""SST_M"":12.675,""SST_Y"":12.675,""BATH"":-865,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_198,36.61,-122.11,"Harbor porpoise, herring hog",Phocoena phocoena,common porpoise,180473,1,,8/7/96 8:21,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.900,""SST_Y"":12.825,""BATH"":-1190,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_201,36.6,-122.12,Humpback whale,Megaptera novaeangliae,humpback whale,180530,2,,8/7/96 8:24,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.725,""SST_M"":13.200,""SST_Y"":12.975,""BATH"":-1106,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_200,36.6,-122.12,"Harbor porpoise, herring hog",Phocoena phocoena,common porpoise,180473,1,,8/7/96 8:24,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.725,""SST_M"":13.200,""SST_Y"":12.975,""BATH"":-1106,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_199,36.6,-122.12,Fin whale,Balaenoptera physalus,fin whale,180527,2,,8/7/96 8:23,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.725,""SST_M"":13.200,""SST_Y"":12.975,""BATH"":-1106,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
219,219_202,36.6,-122.13,Blue whale,Balaenoptera musculus,blue whale,180528,1,,8/7/96 8:26,10/3/05 18:08,NOAA Southwest Fisheries Science Center (SWFSC),jay.barlow,"""SSH_D"":49.23,""SST_D"":13.800,""SST_M"":12.750,""SST_Y"":12.825,""BATH"":-1460,""EEZ"":163,""WDPA"":NULL,""LME"":3,""MEOW"":25058",,ptobs
